County,Route,Facility,Location,MP,Bridge ID#,Gross (tons),KY Type 1 (tons),KY Type 2 (tons),KY Type 3 (tons),KY Type 4 (tons),SU5 (tons),SU6 (tons),SU7 (tons)
Bell,CR-1061,LAUREL FORK ROAD,.1 MI E OF JCT KY 221,0.015,007C00001N,26,,,,,,,
Bell,CR-1109,WILLIAMS BR RIGHT,.80 MI S OF JCT KY 1534,0.544,007C00009N,21,,,,,,,
Bell,CR-1124,COWANS BR RD,.10 MI S OF JCT KY 987,0.058,007C00013N,25,,,,,,,
Bell,CR-1127,RANEY BR RD,.10 MI S OF JCT KY 987,0.019,007C00014N,28,,,,,,,
Bell,CR-1128,CR-1128,.10 MI W OF JCT KY 1344,0.046,007C00015N,9,,,,,,,
Bell,CR-1131,CR-1131,.1 MI N OF JCT KY 217,0.023,007C00019N,9,,,,,,,
Bell,CR-1205,CR-1205A5,.10 MI NW OF JCT KY 441,0.13,007C00030N,29,,,,,,,
Bell,CR-1720,CR-1720,1.2 MI NW OF JCT KY 74,0.957,007C00034N,18,,,,,,,
Bell,CR-1256,CR-1256,.20 MI N OF JCT KY 92,0.109,007C00042N,31,,,,,,,
Bell,CR-1325,CR-1325,.10 MI W OF JCT KY 66,0.011,007C00046N,11,,,,,,,
Bell,CR-1341,CARTER BR RD,.10 MI NW OF JCT KY 92,0.024,007C00052N,25,,,,,,,
Bell,CR-1344,LAW BR RD,.10 MI N OF SW JCT KY 92,0.082,007C00054N,29,,,,,,,
Bell,CR-1113,CR-1113F,.10 MI E OF JCT KY 1344,0.006,007C00062N,17,,,,,,,
Bell,KY-2129,15TH STREET,.30 MI N OF JCT KY 74,0.324,007C00071N,18,,,,,,,
Bell,CS-2222,17TH STREET,.25 MI N OF JCT KY 74,0.252,007C00072N,3,,,,,,,
Bell,CR-1238,CR-1238,.10 MI SE OF JCT KY 74,0.03,007C00075N,12,,,,,,,
Bell,CR-1369,CR-1369,200'E-KY66-.8MI S-CARY,0.055,007C00090N,35,,,,,,,
Bell,FD-1102,PINNACLE VW RD,0.4.MI S.E. US 25E,0.355,007C00097N,18,,,,,,,
Bell,CR-1190,CR-1190,100' W OF JCT KY 987,0.042,007C00100N,19,,,,,,,
Bell,CR-1191,CR-1191A,100' W OF JCT KY 987,0.036,007C00101N,25,,,,,,,
Bell,CR-1020,RUE JACKSON BR RD,.1 MI W OF JCT KY 72,0.215,007C00102N,39,,,,,,,
Bell,CR-1100,ASHER SAWMILL RD,1 MI W OF JCT US 25E,0.935,007C00103N,36,,,,,,,
Bell,CR-1152,CR-1152,50' S OF JCT KY 1534,0.007,007C00104N,24,,,,,,,
Bell,CR-1096,CR-1096,50' W OF JCT KY 66,0.02,007C00107N,8,,,,,,,
Bell,CR-1026,CR-1026B,100' E OF JCT KY 221,0.056,007C00108N,4,,,,,,,
Bell,CR-1129,CR-1129,.1 MI N OF JCT KY 217,0.008,007C00109N,27,,,,,,,
Bell,CR-1311,BRADFORD TOWN RD,0.1 MI N OF KY 221,0.015,007C00111N,18,,,,,,,
Bell,CR-1025,CR-1025A,150'S. JCT KY 221,0.033,007C00112N,27,,,,,,,
Bell,CR-1344,CR-1344B,0.1 MI. W.-KY 92,0.079,007C00113N,12,,,,,,,
Bell,CR-1326,CR-1326,0.1.MI W.KY 66,0.037,007C00114N,28,,,,,,,
Bell,CR-1605,CR-1605,.1 MI S.KY 987,0.011,007C00116N,31,,,,,,,
Bell,CR-1200,Fuson Rd CR-1200Q,50'S. OF KY 1491,0.01,007C00117N,25,,,,,,,
Bell,CR-1258,CR-1258,.2 MI S KY 190,0.092,007C00118N,22,,,,,,,
Bell,CR-1041,YORK BR RD,.111 W KY 2011,0.034,007C00126N,39,,,,,,,
Bell,CR-1043,MILL CRK RD,1.1 MI N KY 221,1.09,007C00130N,39,,,,,,,
Bell,CR-1200,CR-1200D,200' S OF KY 1491,0.228,007C00132N,20,,,,,,,
Bell,CR-1111,CR-1111A,.1 MI S. KY 1534,0.029,007C00134N,18,,,,,,,
Bell,CR-1253,CR-1253N,.1 MI. N. KY 92,0.04,007C00135N,22,,,,,,,
Bell,CR-1383,BINGHAM HOLW RD.,90' N. OF KY 92,0.023,007C00136N,37,,,,,,,
Bell,CR-1333,CR-1333A,.1   MI- E JCT  KY  2014,0.075,007C00138N,4,,,,,,,
Bell,CR-1333,CR-1333N,400' EAST - KY 2014,0.082,007C00139N,11,,,,,,,
Bell,CR-1030,MUD LICK BR RD,.02 MI  W  -  KY 2011,0.006,007C00140N,27,,,,,,,
Bell,CR-1043,BAILEY RD,LEFT OFF MILL CREEK RD,0.723,007C00142N,14,,,,,,,
Bell,CR-1322,cr-1322,.15 MI N - OLD KY 66,0.874,007C00146N,5,,,,,,,
Bell,CR-1321,CR-1321A,.8 MI N  KY 2133,0.066,007C00147N,16,,,,,,,
Bell,CR-1043,MILL CRK RD,1.7  MI.N. JCT  KY 221,1.771,007C00156N,36,,,,,,,
Bell,CS-2350,CS2350,At Coal Museum,0.3,007C00168N,18,,,,,,,
Bell,IC-8019,PINE MOUNTAIN STAT,1.1 MI WEST OF JCT US 25E,2.056,007X00001N,22,,,,,,,
Boone,KY-14,KY-14,.70 MI S.W. OF I-75 NTRCH,7.244,008B00003N,15,,,,,,,
Boone,KY-14,KY-14,1.6 MI N.E. OF JCT KY 491,5.819,008B00004N,22,,,,,,,
Boone,US-42,US-42 NC,SBL 1 MI SW OF JCT US 25,13.996,008B00005L,,34,34,35,40,35,35,35
Boone,US-42,US-42,1 MI SW OF JCT US 25,13.985,008B00005R,,34,34,35,40,35,35,35
Boone,KY-20,KY-20,.30 MI NOR. OF JCT KY 18,0.449,008B00019N,,20,27,31,31,31,31,31
Boone,KY-8,KY-8,1.2 MI WEST OF JCT KY 20,5.584,008B00022N,22,,,,,,,
Boone,KY-338,KY-338,.05 MI E OF JCT KY 1925,8.181,008B00026N,,22,23,26,43,28,28,30
Boone,KY-338,KY-338,.8 MI W OF JCT KY 1925,9.153,008B00027N,22,,,,,,,
Boone,KY-338,KY-338,2.7 MI W OF JCT KY 1925,11,008B00028N,,20,22,22,27,23,23,24
Boone,KY-1292,KY-1292,.50 MI WEST OF I-71 OP,3.003,008B00033N,22,,,,,,,
Boone,KY-536,KY-536,.75 MI SOU. OF JCT KY 338,0.865,008B00035N,22,,,,,,,
Boone,KY-536,KY-536,3.3 MI S.E. OF JCT KY 338,4.35,008B00036N,,19,20,21,27,22,23,24
Boone,KY-2951,KY-2951,100'WEST JCT KY 338,0.022,008B00077N,,32,36,41,44,,,
Boone,KY-842,KY-842,0.2 MI E. of US-25,0.119,008B00092N,12,,,,,,,
Boone,CR-1001,CR-1001,.85 MI SW OF JCT KY 237,0.949,008C00001N,22,,,,,,,
Boone,CR-1002,LONGBRANCH RD,0.2 MI. NORTH US.42&127,0.223,008C00003N,18,,,,,,,
Boone,CR-1213,BENDER RD,.2 MI S OF JCT KY 1925,0.235,008C00019N,18,,,,,,,
Boone,CR-1328,WOOLPER RD,3.3 MI NW OF JCT KY 18,3.132,008C00023N,32,,,,,,,
Boone,CR-1337,WATERLOO RD,.5 MI E OF JCT KY 18,1.672,008C00027N,23,,,,,,,
Boone,CS-2053,CS-2053,50' W OF JCT CR 5101,0.011,008C00028N,18,,,,,,,
Boone,CR-1128,CR-1128,1.1 MI. S.E. OF KY 14& 16,1.162,008C00033N,22,,,,,,,
Boone,CR-1317,GARRISON CREEK RD,0.8 MI NW OF I-275,0.731,008C00037N,15,,,,,,,
Boone,CR-1125,GAINES WAY,JCT CHAMBERS RD,0.01,008C00038N,21,,,,,,,
Boone,CR-1016,BOONE AIRE RD,.3 MI  W KY 18,0.36,008C00048N,31,,,,,,,
Boone,CR-1201,BIG BONE CHURCH RD,.1  MI NOR.-  KY 338,0.139,008C00050N,36,,,,,,,
Boone,CR-1207,BROWN RD,1.1 MI SW  -  KY 14,1.265,008C00051N,31,,,,,,,
Boone,CR-1153,RICE PIKE,2.0 MI W  JCT US 42/127,1.9,008C00053N,37,,,,,,,
Boone,CR-1317,GARRISON CREEK RD,1.6 miles north of I-275,1.048,008C00054N,9,,,,,,,
Boone,CR-1002,LONGBRANCH RD,2.3  MI-NW JCT  US 42,1.529,008C00055N,24,,,,,,,
Boone,CR-1308,FEELEY RD,.2   MI NE JCT   KY 338,0.497,008C00057N,18,,,,,,,
Boone,CR-1048,TREETOP LN,.3 MI W. JCT KY 237,0.272,008C00063N,36,,,,,,,
Boone,CR-1066,CR-1066B6,0.75 MI W. 0F KY 237,0.263,008C00069N,18,,,,,,,
Boone,CR-1281,AGARWOOD DR.,.1 MI S OF KY-338,0.02,008C00075N,39,,,,,,,
Boone,CS-2095,WESTBROOK BLVD.,0.1MI NORTH OF JCT US-42,0.02,008C00076N,20,,,,,,,
Bourbon,US-27,US-27,ON HARRISON-BOURBON CL,15.432,009B00002N,,29,31,34,44,38,38,40
Bourbon,US-27,US-27,.6 MI S OF JCT KY 1876,11.931,009B00003N,,20,27,34,40,,,
Bourbon,KY-627,KY-627,4.7 MI N. OF JCT W/KY 57,5.841,009B00018N,,37,38,42,44,,,
Bourbon,KY-627,KY-627,2.5 MI N OF JCT KY 57,3.893,009B00019N,,35,36,42,44,,,
Bourbon,KY-627,KY-627,.50 MI S OF JCT KY 57,0.682,009B00020N,,35,36,42,44,,,
Bourbon,KY-627,KY-627,".70 MI S, OF JCT W/KY 57",0.529,009B00021N,,33,34,39,44,42,43,44
Bourbon,KY-57,KY-57,50' E Levy Rd,17.759,009B00024N,,36,38,41,44,,,
Bourbon,KY-537,KY-537,2.3 MI W. OF JCT KY 57,8.838,009B00026N,22,,,,,,,
Bourbon,KY-1940,KY-1940,2.2 MI S OF JCT KY1893,3.567,009B00029N,,32,35,40,44,43,44,44
Bourbon,KY-1940,KY-1940,N-@JCT KY 1893-RUDDELS ML,5.953,009B00030N,,34,35,38,44,40,41,42
Bourbon,KY-1198,KY-1198,W OF NICHOLAS CO LINE,2.082,009B00033N,,27,28,30,42,33,33,34
Bourbon,KY-57,KY-57,2.1 MI N OF JCT KY 627,9.188,009B00035N,,20,27,31,31,31,31,31
Bourbon,KY-57,KY-57,.60 MI S OF JCT US 460,12.081,009B00037N,,20,27,31,31,31,31,31
Bourbon,KY-1939,KY-1939,2.2 MI N OF JCT US 27,2.259,009B00039N,,40,44,44,44,,,
Bourbon,KY-1939,KY-1939,1.1 MI N JCT US 27,1.119,009B00040N,,36,38,44,44,,,
Bourbon,KY-1893,KY-1893,.5 MI W OF JCT KY 1940,3.441,009B00041N,3,,,,,,,
Bourbon,KY-1678,KY-1678,.25 MI N of JCT KY 57,1.303,009B00046N,,37,39,44,44,,,
Bourbon,KY-1893,KY-1893,1.8 MI E OF JCT KY 1940,6.063,009B00047N,,20,27,31,31,31,31,31
Bourbon,KY-1876,KY-1876,.7 MI N OF JCT US 460,2.527,009B00054N,22,,,,,,,
Bourbon,KY-3364,KY-3364,1 MI N OF JCT US 460,5.785,009B00058N,,28,40,44,44,,,
Bourbon,KY-57,KY-57,0.9 MI S OF JCT KY 537,16.86,009B00060N,,29,30,32,44,34,35,36
Bourbon,KY-32,KY-32,.3 MI E OF JCT KY 1879,2.678,009B00061N,,27,28,32,44,35,35,37
Bourbon,KY-2335,KY-2335,1.6 MI.S. JCT 1939,2.013,009B00064N,,40,42,44,44,,,
Bourbon,KY-1939,KY-1939,100' N of KY 2335,3.237,009B00065N,,39,43,44,44,,,
Bourbon,US-27,US-27 NC,4.1 MI S US 68 BYPASS,2.33,009B00069L,,20,27,34,40,40,40,40
Bourbon,US-27,US-27,4.1 MI S-US 68 BYPASS,2.33,009B00069R,,20,27,34,40,40,40,40
Bourbon,KY-3118,KY-3118,1 MI EAST KY 1893,0.012,009B00070N,12,,,,,,,
Bourbon,CR-1001,JACKSTOWN ROAD,S. OF NICHOLAS COUNTY,9.843,009C00003N,32,,,,,,,
Bourbon,CR-1100,STEELE ROAD,1 MI S OF JCT KY 537,1.199,009C00013N,18,,,,,,,
Bourbon,CR-1109,CR-1109,2.2 MI N OF JCT W/KY 1198,2.191,009C00018N,18,,,,,,,
Bourbon,CR-1125,ESCONDIDA ROAD,.3 MI W OF JCT KY 627,0.317,009C00029N,20,,,,,,,
Bourbon,CS-1002,WEST 2ND STREET,800 FT N-N.MAIN ST-PARIS,0.159,009C00033N,18,,,,,,,
Bourbon,CS-1131,LILLESTON AVENUE,N JCT LILLESTON/DELZA AVE,0.193,009C00049N,18,,,,,,,
Bourbon,CS-1120,HOUSTON AVENUE,.25 MI N OF JCT US 460,0.182,009C00050N,18,,,,,,,
Bourbon,CS-1035,CS-1035 DUNCAN AVE,700' E OF PLEASANT ST,0.124,009C00051N,15,,,,,,,
Bourbon,CR-1011,LITTLE ROCK-JACKST,0.5 MI. N. KY 537,0.551,009C00055N,38,,,,,,,
Bourbon,CR-1011,LITTLE ROCK-JACKST,1.2 MI. N.-KY 537,1.273,009C00056N,32,,,,,,,
Bourbon,CR-1106,SOPER ROAD,.8 MI W OF JCT KY 57,1.625,009C00061N,37,,,,,,,
Bourbon,CR-1116,OLDSON ROAD,50' E  JCT US 460,0.023,009C00064N,31,,,,,,,
Bourbon,CR-1011,LITTLE ROCK-JACKST,.2  MI. N.  - KY 537,0.184,009C00071N,36,,,,,,,
Bourbon,CR-1118,PRETTY RUN ROAD,1   MI E JCT KY 57,1.18,009C00072N,34,,,,,,,
Bourbon,CR-1319,SILAS ROAD,1.5  MI W. JCT  KY 353,1.293,009C00074N,38,,,,,,,
Bourbon,CR-1011,LITTLE ROCK-JACKST,3.0  MI- N JCT  KY 537,4.011,009C00076N,34,,,,,,,
Bourbon,CR-1014,STEELE FORD ROAD,.35  MI S JCT   KY 1879,2.458,009C00077N,18,,,,,,,
Bourbon,CR-1316,HAWKINS-CUMMINS RD,.7 MI N OF JCT US 460,0.721,009C00084N,35,,,,,,,
Bourbon,CR-1320,PEACOCK ROAD,1.8 MI E OF JCT US 27,4.983,009R00605N,10,,,,,,,
Boyd,KY-3,KY-3,ON LAWRENCE - BOYD CL,0.001,010B00007N,,31,32,35,44,38,38,40
Boyd,US-60,US-60,.30 MI N.E. OF JCT KY 5,2.601,010B00017N,,26,28,30,42,32,33,35
Boyd,US-60,US-60,.20 MI WEST OF JCT KY 180,3.774,010B00018N,,26,27,30,44,33,33,35
Boyd,US-60,US-60,.10 MI S.W. OF JCT KY 5,2.094,010B00019N,,28,29,32,44,35,35,37
Boyd,US-23,US-23S,OHIO RIVER BRIDGE-ASHLAND,0.264,010B00040N,,20,27,34,40,40,40,40
Boyd,KY-1945,KY-1945,.05 MI SOU. OF JCT KY 854,3.894,010B00042N,,22,23,25,37,27,27,28
Boyd,KY-3,KY-3,.65 MI N.E. OF JCT KY 180,8.639,010B00043N,,29,33,38,44,41,44,44
Boyd,KY-854,KY-854,.10 MI WEST OF JCT KY 3,7.443,010B00047N,,23,24,26,34,27,28,28
Boyd,KY-966,KY-966,.2 MI. EAST JCT KY 3,0.267,010B00053N,,36,37,40,44,43,43,44
Boyd,KY-966,KY-966,1.1 MI. NW- KY 3,0.991,010B00057N,,39,44,44,44,,,
Boyd,US-23,US-23S,N-BOUND 23 SPUR OVR OHIO,0.255,010B00058N,,20,27,34,40,36,36,37
Boyd,KY-3291,KY-3291,.1 MI N OF JCT CR 5001,1.156,010B00059N,,32,33,37,44,40,40,42
Boyd,KY-1945,KY-1945,1.5  MI S.- JCT KY 854,2.42,010B00061N,,28,29,34,44,36,37,40
Boyd,KY-3293,KY-3293,.001 EAST OF KY 5,0.01,010B00070N,22,,,,,,,
Boyd,KY-168,KY 168,2.64 MI NW of JCT US 23,2.66,010B00078N,22,,,,,,,
Boyd,CR-1113,GOLDEN GATE HL,.5 MI S OF JCT KY 757,1.821,010C00009N,9,,,,,,,
Boyd,CR-1239,S BIG RUN RD,.25 MI W OF JCT KY 180,3.339,010C00010N,18,,,,,,,
Boyd,CR-1335,CR-1335A,.05 MI SW OF JCT KY 538,0.041,010C00025N,9,,,,,,,
Boyd,CR-1108,SILVER RUN,2.2 MI.NORTH- KY 757,2.256,010C00033N,37,,,,,,,
Boyd,CR-1339,CR-1339D,100' WEST     JCT KY 5,0.013,010C00035N,19,,,,,,,
Boyd,CR-1225,LONG BR,2 MI SW JCT KY 3,0.015,010C00036N,37,,,,,,,
Boyd,CR-1314,GREEN SPRINGER RD,45 ' EAST  JCT   KY 5,0.013,010C00038N,26,,,,,,,
Boyd,CR-1045,NEW BUCKLEY RD,.01 MI E JCT KY 5,0.026,010C00042N,30,,,,,,,
Boyd,CR-1057,CR-1057,165 FT S JCT KY 3294,0.067,010C00043N,26,,,,,,,
Boyd,CR-1106,ALLEY BR,.5 MI EAST OF JCT KY 3,0.654,010C00045N,34,,,,,,,
Boyd,CR-1047,ARMCO BLVD.,.320 MI JCT OF KY 168,0.336,010C00047N,20,,,,,,,
Boyd,CR-1044,MIDDLETOWN AVE.,500 FT S. OF HOODS CK. PK,0.1,010C00048N,18,,,,,,,
Boyd,CR-1044,CR-1044C9 IOWA ST.,.203 MI S.JCT.KY 168,0.215,010C00050N,23,,,,,,,
Boyd,CR-1044,Crance Road CR1044,461-ft East of JCT KY 5,0.095,010C00054N,22,,,,,,,
Boyle,KY-3042,KY-3042,.05 MI EAST OF KY34,0.051,011B00005N,0,,,,,,,
Boyle,KY-590,KY-590,.8 MI SOUTH OF HWY 52,0.006,011B00008N,,31,32,36,44,40,40,42
Boyle,KY-34,KY-34,1.7 MI E OF JCT KY 1822,8.961,011B00011N,,20,27,31,31,31,31,31
Boyle,KY-37,KY-37,.1 MI W OF JCT KY 1822,8.169,011B00018N,22,,,,,,,
Boyle,KY-37,KY-37,.05 MI W OF JCT KY 1108,3.708,011B00020N,22,,,,,,,
Boyle,KY-37,KY-37,2.0 MI W OF JCT KY 300,13.693,011B00022N,22,,,,,,,
Boyle,KY-37,KY-37,1.3 MI E OF JCT KY 1108,5.182,011B00023N,,37,38,42,44,,,
Boyle,KY-37,KY-37,.2 MI E OF JCT KY 1108,4.03,011B00024N,,34,35,39,44,42,42,44
Boyle,KY-1108,KY-1108,.10 MI N OF JCT KY 37,0.164,011B00025N,22,,,,,,,
Boyle,KY-1822,KY-1822,1.2 MI N OF JCT KY 37,1.125,011B00026N,22,,,,,,,
Boyle,KY-243,KY-243,.07 MI N OF JCT KY 1856,0.692,011B00029N,22,,,,,,,
Boyle,KY-1856,KY-1856,1.7 MI S OF JCT US 150,8.293,011B00031N,,30,31,32,39,34,34,34
Boyle,KY-1920,KY-1920,W OF WIHTES RD.,0.128,011B00037N,13,,,,,,,
Boyle,KY-1915,KY-1915,1.2 MI. N  JCT US 127,1.218,011B00056N,,31,36,41,44,,,
Boyle,CR-1231,TAR LICK ROAD,100 FT S @JCT KY 37,0.04,011C00021N,7,,,,,,,
Boyle,CR-1303,LOWER SALT RIVER R,.6 MI E OF JCT W/KY 1822,0.659,011C00034N,36,,,,,,,
Boyle,CR-1225,MEDLOCK ROAD,50' S OF JCT KY 37,0.021,011C00041N,3,,,,,,,
Boyle,CR-1310,HAYES-MAY ROAD,.7 MI S OF WHITES RD,1.014,011C00045N,18,,,,,,,
Boyle,CR-1318,CRAINTOWN ROAD,.3 MI S OF JCT US 150,0.153,011C00046N,35,,,,,,,
Boyle,CR-1220,SHORT LINE ROAD,1000' S -  OLD US 150,0.114,011C00054N,27,,,,,,,
Boyle,CR-1119,WEST KNOB LICK RD,1.6 MI W  JCT US 127,0.446,011C00059N,33,,,,,,,
Boyle,CR-1318,CRAINTOWN ROAD,1.3 MI S JCT W/OLD US 150,1.309,011C00062N,28,,,,,,,
Boyle,CR-1318,CRAINTOWN ROAD,.4MI S JCT OLD  US 150,0.32,011C00064N,34,,,,,,,
Boyle,CR-1205,CASH ROAD,.9 MI N OF OLD MTCHBUR,0.749,011C00065N,28,,,,,,,
Boyle,CR-1227,MINOR BRANCH ROAD,.5 MI SOUTH JCT KY 37,0.131,011C00070N,29,,,,,,,
Boyle,CR-1334,SPRINGFIELD RD,.3MI W OF W JCT US150,3.413,011C00071N,30,,,,,,,
Boyle,CR-1334,SPRINGFIELD ROAD,1.2 MI E-WASHINGTON CO.LN,1.324,011C00073N,29,,,,,,,
Boyle,CR-1218,CRAWFORD HOLLOW RD,0.95 MILES E JCT KY 1108,0.912,011C00074N,18,,,,,,,
Boyle,CR-1230,Wolford Rd,.2MI S OF JCT KY 37,0.317,011C00076N,18,,,,,,,
Bracken,KY-8,KY-8,.2 MI W OF JCT KY 1019,1.226,012B00004N,,43,44,44,44,,,
Bracken,KY-8,KY-8,1.4 MI WEST OF JCT KY 19,12.218,012B00007N,,20,27,34,40,40,40,40
Bracken,KY-539,KY-539,.90 MI EAST OF JCT KY 19,2.208,012B00010N,,34,36,41,44,,,
Bracken,KY-539,KY-539,ON ROBERTSON - BRACKEN CL,0.007,012B00011N,,26,26,28,33,29,29,30
Bracken,KY-1011,KY-1011,.6 MI W OF JCT KY 1159,4.719,012B00015N,22,,,,,,,
Bracken,KY-1159,KY-1159,1 MI N OF JCT KY 1011,4.434,012B00017N,28,,,,,,,
Bracken,KY-539,KY-539,1.1 MI. W. -JCT. KY 19,4.742,012B00023N,18,,,,,,,
Bracken,KY-1951,KY-1951,.1 MI W OF JCT KY 1159,6.846,012B00026N,,29,29,32,41,33,34,35
Bracken,KY-1951,KY-1951,2.4 MI. S.E KY 1019,2.44,012B00027N,0,,,,,,,
Bracken,CR-1008,WRANGLING RUN RD,.5 MI S OF JCT KY 8,0.465,012C00006N,18,,,,,,,
Bracken,CR-1124,HAMILTON RD,.4 MI N OF JCT CR 5119,0.404,012C00014N,32,,,,,,,
Bracken,CR-1034,WALTON PK,1   MI N  JCT KY 9,0.519,012C00028N,24,,,,,,,
Bracken,CR-1007,TALLNER RD,.1   MI- S JCT  KY 8,1.317,012C00030N,34,,,,,,,
Bracken,CR-1017,HILLSDALE RD,1.05 MI S. JCT   KY  10,1.073,012C00032N,37,,,,,,,
Breathitt,KY-1812,KY-1812,.05 MI NW OF N-JCT KY 205,13.485,013B00006N,17,,,,,,,
Breathitt,KY-1812,KY-1812,.02 MI EAST OF JCT KY 540,9.471,013B00008N,16,,,,,,,
Breathitt,KY-30,KY-30,.1 MI SE OF JCT KY 1094,29.627,013B00010N,,39,40,44,44,,,
Breathitt,KY-1812,KY-1812,.1 MI W OF S JCT KY 15,0.1,013B00012N,22,,,,,,,
Breathitt,KY-30,KY-30,1.0 MI NOR. OF JCT KY 397,11.132,013B00015N,,33,34,36,44,39,39,41
Breathitt,KY-30,KY-30,.2 MI W OF JCT KY 1114,3.294,013B00018N,,26,27,31,43,32,32,34
Breathitt,KY-28,KY-28,.10 MI SOU. OF JCT KY 315,3.521,013B00022N,,36,38,44,44,,,
Breathitt,KY-28,KY-28,.30 MI SOU. OF JCT KY 315,3.782,013B00023N,,36,38,44,44,,,
Breathitt,KY-52,KY-52,1.6 MI WEST OF JCT KY 541,3.035,013B00025N,,20,27,34,40,40,40,40
Breathitt,KY-52,KY-52,.20 MI N.W. OF JCT KY 30,9.46,013B00026N,,33,35,38,44,41,42,43
Breathitt,KY-1110,KY-1110,4.2 MI N OF JCT KY 1933,8.884,013B00038N,,20,27,34,40,40,40,40
Breathitt,KY-1110,KY-1110,.10 MI WEST OF JCT KY 15,15.583,013B00039N,,20,21,23,35,25,26,27
Breathitt,KY-3193,KY-3193,0.4 MI S of KY 205 MP 3.6,4.034,013B00044N,15,,,,,,,
Breathitt,KY-205,KY-205,.1 MI S OF JCT KY 541,3.994,013B00045N,,34,35,36,41,37,37,38
Breathitt,KY-1933,KY-1933,.5 MI E OF JCT KY 315,0.605,013B00046N,22,,,,,,,
Breathitt,KY-1098,KY-1098,5.5 MI E OF JCT KY 15,5.278,013B00047N,,37,39,44,44,,,
Breathitt,KY-378,KY-378,1.2 MI EAST OF JCT KY 394,5.163,013B00049N,,26,35,44,44,,,
Breathitt,KY-1114,KY-1114,3.7 MI SOU. OF JCT KY 30,0.262,013B00052N,22,,,,,,,
Breathitt,KY-541,KY-541,3.0 MI NOR. OF JCT KY 52,3.06,013B00057N,16,,,,,,,
Breathitt,KY-30,KY-30,.5 MI W OF NW-JCT KY 15,14.342,013B00060N,,20,27,34,40,40,40,40
Breathitt,CR-1132,UPPER LAUREL FORK,.30 MI S  OF JCT CR 5135,0.456,013C00013N,34,,,,,,,
Breathitt,CR-1202,CURT ROAD,.45 MI.W- KY 397,0.505,013C00022N,30,,,,,,,
Breathitt,CR-1238,ELSOME CREEK ROAD,.4 MI W OF JCT KY 315,0.722,013C00024N,26,,,,,,,
Breathitt,CR-1258,GREASY CREEK ROAD,.05 MI SE OF JCT KY 30,0.069,013C00026N,22,,,,,,,
Breathitt,CR-1255,BELCHER FORK ROAD,1.1 MI W OF JCT KY 30,1.102,013C00043N,29,,,,,,,
Breathitt,CR-1018,PRESS HOWARD FORK,1 MI NE OF JCT KY 1098,1.065,013C00046N,18,,,,,,,
Breathitt,CR-1114,RUSSELL BRANCH RD,.01 MI NORTH JCT KY 476,0.026,013C00048N,18,,,,,,,
Breathitt,CR-1371,COLTS FORK ROAD,@ JCT KY 52,0.01,013C00049N,39,,,,,,,
Breathitt,CR-1033,HUNTING CREEK ROAD,2.35 MI N KY 30,2.484,013C00051N,38,,,,,,,
Breathitt,CR-1122,UPPER RIVER CANEY,0.25  MI S JCK 1278,0.38,013C00052N,30,,,,,,,
Breathitt,CR-1104,BIG BRANCH ROAD,.2 MI. E OF KY 15,0.274,013C00055N,38,,,,,,,
Breathitt,CR-1113,BARGE CREEK ROAD,1.0 MI-W JCT KY 476,0.75,013C00057N,22,,,,,,,
Breathitt,CR-1208,MIDDLE FORK ROAD,.01  MI- N JCT  KY 3237,0.011,013C00060N,27,,,,,,,
Breathitt,CR-1418,LITTERAL LANE,.6 MI NE OF JCT KY 15,0.21,013C00061N,18,,,,,,,
Breathitt,CR-1418,LITTERAL LANE,.90 MI NOR. OF JCT KY 15,0.585,013C00062N,24,,,,,,,
Breathitt,CR-1230,FREEMAN FORK ROAD,.8 MI S JCT KY 28,0.83,013C00066N,18,,,,,,,
Breathitt,CR-1046,CUTCHIN ROAD,300' south of Ky 378 jct.,0.076,013C00069N,13,,,,,,,
Breathitt,CR-1104,BIG BRANCH ROAD,0.5 MI. EAST KY 15 JCT,0.53,013C00071N,19,,,,,,,
Breathitt,CR-1119,Jones Branch,100' S of KY 1098 MP 9.23,0.069,013C00077N,9,,,,,,,
Breckinridge,KY-144,KY-144,3.3 MI WEST OF JCT KY 259,11.039,014B00016N,,28,29,30,37,32,32,33
Breckinridge,KY-259,KY-259,2.5 MI NOR. OF JCT KY 144,24.387,014B00017N,10,,,,,,,
Breckinridge,KY-1073,KY-1073,1.7 MI SE OF JCT KY 1401,1.709,014B00025N,,34,35,39,44,43,44,44
Breckinridge,KY-629,KY-629,1.9 MI SOU. OF JCT KY 261,8.377,014B00039N,,29,29,32,42,34,34,35
Breckinridge,KY-86,KY-86,1.9 MI N OF S-JCT KY 261,8.951,014B00040N,,32,33,37,44,41,41,44
Breckinridge,KY-690,KY-690,2.3 MI S OF JCT KY 1073,11.244,014B00042N,22,,,,,,,
Breckinridge,KY-105,KY-105,4.5 MI SOU. OF JCT US 60,13.582,014B00046N,,34,35,39,44,42,42,44
Breckinridge,KY-86,KY-86,2.3 MI SOU. OF JCT KY 144,2.606,014B00047N,,33,35,41,44,43,44,44
Breckinridge,KY-1740,KY-1740,2.0 MI S.W. OF JCT KY 79,5.168,014B00049N,,32,33,36,44,39,39,41
Breckinridge,US-60,US-60X,E-JCT KY105 IN CLOVERPORT,1.436,014B00050N,,20,27,34,40,,,
